@relation MyRelation

@attribute car_spec {E}
@attribute prec1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute prec2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv3_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute classe {ajout_y,supp_esp}

@data
$,r,q,-,-,-,n,H,r,$,ajout_y
$,r,q,-,-,-,t,H,r,$,ajout_y
$,r,q,-,-,-,y,H,r,$,ajout_y
$,r,q,-,-,-,y,t,r,$,ajout_y
$,r,q,-,-,-,t,t,r,$,ajout_y
$,t,r,-,-,-,H,q,t,$,ajout_y
$,A,n,-,-,-,H,q,A,$,ajout_y
$,r,q,-,-,-,H,q,r,$,ajout_y
$,t,r,-,-,-,t,H,t,$,ajout_y
$,r,q,-,-,-,>,H,r,$,ajout_y
$,r,s,-,-,-,n,x,r,$,ajout_y
$,r,s,-,-,-,t,x,r,$,ajout_y
$,r,s,-,-,-,y,x,r,$,ajout_y
$,r,s,-,-,-,y,t,r,$,ajout_y
$,r,s,-,-,-,t,t,r,$,ajout_y
$,t,r,-,-,-,x,s,t,$,ajout_y
$,A,n,-,-,-,x,s,A,$,ajout_y
$,r,s,-,-,-,x,s,r,$,ajout_y
$,t,r,-,-,-,t,x,t,$,ajout_y
$,r,s,-,-,-,>,x,r,$,ajout_y
$,E,m,-,-,-,n,q,E,$,ajout_y
$,E,m,-,-,-,t,q,E,$,ajout_y
$,E,m,-,-,-,y,q,E,$,ajout_y
$,E,m,-,-,-,y,t,E,$,ajout_y
$,E,m,-,-,-,t,t,E,$,ajout_y
$,t,E,-,-,-,q,m,t,$,ajout_y
$,A,n,-,-,-,q,m,A,$,ajout_y
$,E,m,-,-,-,q,m,E,$,ajout_y
$,t,E,-,-,-,t,q,t,$,ajout_y
$,E,m,-,-,-,>,q,E,$,ajout_y
$,A,r,-,-,-,n,q,A,$,ajout_y
$,w,A,-,-,-,n,q,w,$,ajout_y
$,A,r,-,-,-,t,q,A,$,ajout_y
$,w,A,-,-,-,t,q,w,$,ajout_y
$,A,r,-,-,-,y,q,A,$,ajout_y
$,w,A,-,-,-,y,q,w,$,ajout_y
$,A,r,-,-,-,y,t,A,$,ajout_y
$,A,r,-,-,-,t,t,A,$,ajout_y
$,w,A,-,-,-,y,t,w,$,ajout_y
$,t,y,-,-,-,q,r,t,$,ajout_y
$,A,n,-,-,-,q,r,A,$,ajout_y
$,A,r,-,-,-,q,r,A,$,ajout_y
$,t,A,-,-,-,q,r,t,$,ajout_y
$,w,A,-,-,-,q,r,w,$,ajout_y
$,t,A,-,-,-,t,q,t,$,ajout_y
$,A,r,-,-,-,>,q,A,$,ajout_y
$,w,A,-,-,-,>,q,w,$,ajout_y
$,k,H,-,-,-,n,D,k,$,ajout_y
$,k,H,-,-,-,t,D,k,$,ajout_y
$,k,H,-,-,-,y,D,k,$,ajout_y
$,t,k,-,-,-,D,H,t,$,ajout_y
$,A,n,-,-,-,D,H,A,$,ajout_y
$,k,H,-,-,-,D,H,k,$,ajout_y
$,k,H,-,-,-,A,D,k,$,ajout_y
$,E,n,-,-,-,n,m,E,$,ajout_y
$,E,n,-,-,-,t,m,E,$,ajout_y
$,E,n,-,-,-,y,m,E,$,ajout_y
$,t,E,-,-,-,m,n,t,$,ajout_y
$,A,n,-,-,-,m,n,A,$,ajout_y
$,E,n,-,-,-,m,n,E,$,ajout_y
$,E,n,-,-,-,A,m,E,$,ajout_y
$,q,T,-,-,-,n,n,q,$,ajout_y
$,q,T,-,-,-,t,n,q,$,ajout_y
$,q,T,-,-,-,y,n,q,$,ajout_y
$,t,q,-,-,-,n,T,t,$,ajout_y
$,A,n,-,-,-,n,T,A,$,ajout_y
$,q,T,-,-,-,n,T,q,$,ajout_y
$,q,T,-,-,-,A,n,q,$,ajout_y
$,l,>,-,-,-,n,s,l,$,ajout_y
$,l,>,-,-,-,t,s,l,$,ajout_y
$,l,>,-,-,-,y,s,l,$,ajout_y
$,t,l,-,-,-,s,>,t,$,ajout_y
$,A,n,-,-,-,s,>,A,$,ajout_y
$,l,>,-,-,-,s,>,l,$,ajout_y
$,l,>,-,-,-,A,s,l,$,ajout_y
$,H,b,-,-,-,n,r,H,$,ajout_y
$,H,b,-,-,-,t,r,H,$,ajout_y
$,H,b,-,-,-,y,r,H,$,ajout_y
$,t,H,-,-,-,r,b,t,$,ajout_y
$,A,n,-,-,-,r,b,A,$,ajout_y
$,H,b,-,-,-,r,b,H,$,ajout_y
$,H,b,-,-,-,A,r,H,$,ajout_y
$,H,r,-,-,-,n,f,H,$,ajout_y
$,H,r,-,-,-,t,f,H,$,ajout_y
$,H,r,-,-,-,y,f,H,$,ajout_y
$,t,H,-,-,-,f,r,t,$,ajout_y
$,A,n,-,-,-,f,r,A,$,ajout_y
$,H,r,-,-,-,f,r,H,$,ajout_y
$,H,r,-,-,-,A,f,H,$,ajout_y
$,q,z,-,-,-,n,b,q,$,ajout_y
$,q,z,-,-,-,t,b,q,$,ajout_y
$,q,z,-,-,-,y,b,q,$,ajout_y
$,t,q,-,-,-,b,z,t,$,ajout_y
$,A,n,-,-,-,b,z,A,$,ajout_y
$,q,z,-,-,-,b,z,q,$,ajout_y
$,q,z,-,-,-,A,b,q,$,ajout_y
$,r,b,-,-,-,n,S,r,$,ajout_y
$,r,b,-,-,-,t,S,r,$,ajout_y
$,r,b,-,-,-,y,S,r,$,ajout_y
$,t,r,-,-,-,S,b,t,$,ajout_y
$,A,n,-,-,-,S,b,A,$,ajout_y
$,r,b,-,-,-,S,b,r,$,ajout_y
$,r,b,-,-,-,A,S,r,$,ajout_y
$,r,h,-,-,-,n,s,r,$,ajout_y
$,r,h,-,-,-,t,s,r,$,ajout_y
$,r,h,-,-,-,y,s,r,$,ajout_y
$,t,r,-,-,-,s,h,t,$,ajout_y
$,A,n,-,-,-,s,h,A,$,ajout_y
$,r,h,-,-,-,s,h,r,$,ajout_y
$,r,h,-,-,-,A,s,r,$,ajout_y
$,E,m,-,-,-,n,l,E,$,ajout_y
$,E,m,-,-,-,t,l,E,$,ajout_y
$,E,m,-,-,-,y,l,E,$,ajout_y
$,t,E,-,-,-,l,m,t,$,ajout_y
$,A,n,-,-,-,l,m,A,$,ajout_y
$,E,m,-,-,-,l,m,E,$,ajout_y
$,E,m,-,-,-,A,l,E,$,ajout_y
$,q,H,-,-,-,n,l,q,$,ajout_y
$,q,H,-,-,-,t,l,q,$,ajout_y
$,q,H,-,-,-,y,l,q,$,ajout_y
$,t,q,-,-,-,l,H,t,$,ajout_y
$,A,n,-,-,-,l,H,A,$,ajout_y
$,q,H,-,-,-,l,H,q,$,ajout_y
$,q,H,-,-,-,A,l,q,$,ajout_y
$,E,f,-,-,-,n,d,E,$,ajout_y
$,E,f,-,-,-,t,d,E,$,ajout_y
$,E,f,-,-,-,y,d,E,$,ajout_y
$,t,E,-,-,-,d,f,t,$,ajout_y
$,A,n,-,-,-,d,f,A,$,ajout_y
$,E,f,-,-,-,d,f,E,$,ajout_y
$,E,f,-,-,-,A,d,E,$,ajout_y
$,H,j,-,-,-,n,n,H,$,ajout_y
$,H,j,-,-,-,t,n,H,$,ajout_y
$,H,j,-,-,-,y,n,H,$,ajout_y
$,t,H,-,-,-,n,j,t,$,ajout_y
$,A,n,-,-,-,n,j,A,$,ajout_y
$,H,j,-,-,-,n,j,H,$,ajout_y
$,H,j,-,-,-,A,n,H,$,ajout_y
$,H,l,-,-,-,n,f,H,$,ajout_y
$,H,l,-,-,-,t,f,H,$,ajout_y
$,H,l,-,-,-,y,f,H,$,ajout_y
$,t,H,-,-,-,f,l,t,$,ajout_y
$,A,n,-,-,-,f,l,A,$,ajout_y
$,H,l,-,-,-,f,l,H,$,ajout_y
$,H,l,-,-,-,A,f,H,$,ajout_y
$,E,f,-,-,-,n,n,E,$,ajout_y
$,E,f,-,-,-,t,n,E,$,ajout_y
$,E,f,-,-,-,y,n,E,$,ajout_y
$,t,E,-,-,-,n,f,t,$,ajout_y
$,A,n,-,-,-,n,f,A,$,ajout_y
$,E,f,-,-,-,n,f,E,$,ajout_y
$,E,f,-,-,-,A,n,E,$,ajout_y
$,n,-,b,E,$,n,$,E,$,ajout_y
$,t,-,b,E,$,t,$,E,$,ajout_y
$,y,-,b,E,$,y,$,E,$,ajout_y
$,-,-,b,E,t,$,b,t,$,ajout_y
$,-,-,b,E,n,$,b,A,$,ajout_y
$,-,-,b,E,$,$,b,E,$,ajout_y
$,A,-,b,E,$,A,$,E,$,ajout_y
$,H,S,-,-,-,n,n,H,$,ajout_y
$,H,S,-,-,-,t,n,H,$,ajout_y
$,H,S,-,-,-,y,n,H,$,ajout_y
$,t,H,-,-,-,n,S,t,$,ajout_y
$,A,n,-,-,-,n,S,A,$,ajout_y
$,H,S,-,-,-,n,S,H,$,ajout_y
$,H,S,-,-,-,A,n,H,$,ajout_y
$,H,k,-,-,-,n,r,H,$,ajout_y
$,H,k,-,-,-,t,r,H,$,ajout_y
$,H,k,-,-,-,y,r,H,$,ajout_y
$,t,H,-,-,-,r,k,t,$,ajout_y
$,A,n,-,-,-,r,k,A,$,ajout_y
$,H,k,-,-,-,r,k,H,$,ajout_y
$,H,k,-,-,-,A,r,H,$,ajout_y
$,H,T,-,-,-,n,n,H,$,ajout_y
$,H,T,-,-,-,t,n,H,$,ajout_y
$,H,T,-,-,-,y,n,H,$,ajout_y
$,t,H,-,-,-,n,T,t,$,ajout_y
$,A,n,-,-,-,n,T,A,$,ajout_y
$,H,T,-,-,-,n,T,H,$,ajout_y
$,H,T,-,-,-,A,n,H,$,ajout_y
$,n,-,b,h,$,n,$,h,$,ajout_y
$,t,-,b,h,$,t,$,h,$,ajout_y
$,y,-,b,h,$,y,$,h,$,ajout_y
$,-,-,b,h,t,$,b,t,$,ajout_y
$,-,-,b,h,n,$,b,A,$,ajout_y
$,-,-,b,h,$,$,b,h,$,ajout_y
$,A,-,b,h,$,A,$,h,$,ajout_y
$,E,l,-,-,-,n,T,E,$,ajout_y
$,E,l,-,-,-,t,T,E,$,ajout_y
$,E,l,-,-,-,y,T,E,$,ajout_y
$,t,E,-,-,-,T,l,t,$,ajout_y
$,A,n,-,-,-,T,l,A,$,ajout_y
$,E,l,-,-,-,T,l,E,$,ajout_y
$,E,l,-,-,-,A,T,E,$,ajout_y
$,q,S,-,-,-,n,l,q,$,ajout_y
$,q,S,-,-,-,t,l,q,$,ajout_y
$,q,S,-,-,-,y,l,q,$,ajout_y
$,t,q,-,-,-,l,S,t,$,ajout_y
$,A,n,-,-,-,l,S,A,$,ajout_y
$,q,S,-,-,-,l,S,q,$,ajout_y
$,q,S,-,-,-,A,l,q,$,ajout_y
$,v,E,-,-,-,n,b,v,$,ajout_y
$,v,E,-,-,-,t,b,v,$,ajout_y
$,v,E,-,-,-,y,b,v,$,ajout_y
$,v,E,-,-,-,y,t,v,$,ajout_y
$,v,E,-,-,-,t,t,v,$,ajout_y
$,t,v,-,-,-,b,E,t,$,ajout_y
$,A,n,-,-,-,b,E,A,$,ajout_y
$,v,E,-,-,-,b,E,v,$,ajout_y
$,t,v,-,-,-,t,b,t,$,ajout_y
$,v,E,-,-,-,A,b,v,$,ajout_y
$,E,l,-,-,-,n,b,E,$,ajout_y
$,E,l,-,-,-,t,b,E,$,ajout_y
$,E,l,-,-,-,y,b,E,$,ajout_y
$,E,l,-,-,-,y,t,E,$,ajout_y
$,E,l,-,-,-,t,t,E,$,ajout_y
$,t,E,-,-,-,b,l,t,$,ajout_y
$,A,n,-,-,-,b,l,A,$,ajout_y
$,E,l,-,-,-,b,l,E,$,ajout_y
$,t,E,-,-,-,t,b,t,$,ajout_y
$,E,l,-,-,-,A,b,E,$,ajout_y
$,E,n,-,-,-,n,S,E,$,ajout_y
$,E,n,-,-,-,t,S,E,$,ajout_y
$,E,n,-,-,-,y,S,E,$,ajout_y
$,E,n,-,-,-,y,t,E,$,ajout_y
$,E,n,-,-,-,t,t,E,$,ajout_y
$,t,E,-,-,-,S,n,t,$,ajout_y
$,A,n,-,-,-,S,n,A,$,ajout_y
$,E,n,-,-,-,S,n,E,$,ajout_y
$,t,E,-,-,-,t,S,t,$,ajout_y
$,E,n,-,-,-,A,S,E,$,ajout_y
$,H,r,-,-,-,n,s,H,$,ajout_y
$,H,r,-,-,-,t,s,H,$,ajout_y
$,H,r,-,-,-,y,s,H,$,ajout_y
$,H,r,-,-,-,y,t,H,$,ajout_y
$,H,r,-,-,-,t,t,H,$,ajout_y
$,t,H,-,-,-,s,r,t,$,ajout_y
$,A,n,-,-,-,s,r,A,$,ajout_y
$,H,r,-,-,-,s,r,H,$,ajout_y
$,t,H,-,-,-,t,s,t,$,ajout_y
$,H,r,-,-,-,A,s,H,$,ajout_y
$,b,r,-,-,-,n,D,b,$,ajout_y
$,b,r,-,-,-,t,D,b,$,ajout_y
$,b,r,-,-,-,y,D,b,$,ajout_y
$,b,r,-,-,-,y,t,b,$,ajout_y
$,b,r,-,-,-,t,t,b,$,ajout_y
$,t,b,-,-,-,D,r,t,$,ajout_y
$,A,n,-,-,-,D,r,A,$,ajout_y
$,b,r,-,-,-,D,r,b,$,ajout_y
$,t,b,-,-,-,t,D,t,$,ajout_y
$,b,r,-,-,-,A,D,b,$,ajout_y
$,E,m,-,-,-,n,s,E,$,ajout_y
$,E,m,-,-,-,t,s,E,$,ajout_y
$,E,m,-,-,-,y,s,E,$,ajout_y
$,E,m,-,-,-,y,t,E,$,ajout_y
$,E,m,-,-,-,t,t,E,$,ajout_y
$,t,E,-,-,-,s,m,t,$,ajout_y
$,A,n,-,-,-,s,m,A,$,ajout_y
$,E,m,-,-,-,s,m,E,$,ajout_y
$,t,E,-,-,-,t,s,t,$,ajout_y
$,E,m,-,-,-,A,s,E,$,ajout_y
$,n,n,r,$,-,n,n,r,$,ajout_y
$,n,t,r,$,-,t,n,r,$,ajout_y
$,n,y,r,$,-,y,n,r,$,ajout_y
$,n,t,r,$,-,y,t,r,$,ajout_y
$,n,t,r,$,-,t,t,r,$,ajout_y
$,n,-,r,t,$,n,$,t,$,ajout_y
$,n,-,r,n,A,n,$,A,$,ajout_y
$,n,-,r,$,-,n,$,r,$,ajout_y
$,n,t,r,t,$,t,n,t,$,ajout_y
$,n,A,r,$,-,A,n,r,$,ajout_y
$,b,E,-,-,-,n,l,b,$,ajout_y
$,b,E,-,-,-,t,l,b,$,ajout_y
$,b,E,-,-,-,y,l,b,$,ajout_y
$,b,E,-,-,-,y,t,b,$,ajout_y
$,b,E,-,-,-,t,t,b,$,ajout_y
$,t,b,-,-,-,l,E,t,$,ajout_y
$,A,n,-,-,-,l,E,A,$,ajout_y
$,b,E,-,-,-,l,E,b,$,ajout_y
$,t,b,-,-,-,t,l,t,$,ajout_y
$,b,E,-,-,-,A,l,b,$,ajout_y
$,q,r,-,-,-,n,s,q,$,ajout_y
$,q,r,-,-,-,t,s,q,$,ajout_y
$,q,r,-,-,-,y,s,q,$,ajout_y
$,q,r,-,-,-,y,t,q,$,ajout_y
$,q,r,-,-,-,t,t,q,$,ajout_y
$,t,q,-,-,-,s,r,t,$,ajout_y
$,A,n,-,-,-,s,r,A,$,ajout_y
$,q,r,-,-,-,s,r,q,$,ajout_y
$,t,q,-,-,-,t,s,t,$,ajout_y
$,q,r,-,-,-,A,s,q,$,ajout_y
$,E,b,-,-,-,n,T,E,$,ajout_y
$,E,b,-,-,-,t,T,E,$,ajout_y
$,E,b,-,-,-,y,T,E,$,ajout_y
$,E,b,-,-,-,y,t,E,$,ajout_y
$,E,b,-,-,-,t,t,E,$,ajout_y
$,t,E,-,-,-,T,b,t,$,ajout_y
$,A,n,-,-,-,T,b,A,$,ajout_y
$,E,b,-,-,-,T,b,E,$,ajout_y
$,t,E,-,-,-,t,T,t,$,ajout_y
$,E,b,-,-,-,A,T,E,$,ajout_y
$,h,r,-,-,-,n,k,h,$,ajout_y
$,h,r,-,-,-,t,k,h,$,ajout_y
$,h,r,-,-,-,y,k,h,$,ajout_y
$,h,r,-,-,-,y,t,h,$,ajout_y
$,h,r,-,-,-,t,t,h,$,ajout_y
$,t,h,-,-,-,k,r,t,$,ajout_y
$,A,n,-,-,-,k,r,A,$,ajout_y
$,h,r,-,-,-,k,r,h,$,ajout_y
$,t,h,-,-,-,t,k,t,$,ajout_y
$,h,r,-,-,-,A,k,h,$,ajout_y
$,H,b,-,-,-,n,*,H,$,ajout_y
$,H,b,-,-,-,t,*,H,$,ajout_y
$,H,b,-,-,-,y,*,H,$,ajout_y
$,H,b,-,-,-,y,t,H,$,ajout_y
$,H,b,-,-,-,t,t,H,$,ajout_y
$,t,H,-,-,-,*,b,t,$,ajout_y
$,A,n,-,-,-,*,b,A,$,ajout_y
$,H,b,-,-,-,*,b,H,$,ajout_y
$,t,H,-,-,-,t,*,t,$,ajout_y
$,H,b,-,-,-,A,*,H,$,ajout_y
$,n,-,n,q,$,n,$,q,$,ajout_y
$,t,-,n,q,$,t,$,q,$,ajout_y
$,y,-,n,q,$,y,$,q,$,ajout_y
$,t,y,n,q,$,y,t,q,$,ajout_y
$,t,t,n,q,$,t,t,q,$,ajout_y
$,-,-,n,q,t,$,n,t,$,ajout_y
$,-,-,n,q,n,$,n,A,$,ajout_y
$,-,-,n,q,$,$,n,q,$,ajout_y
$,t,-,n,q,t,t,$,t,$,ajout_y
$,A,-,n,q,$,A,$,q,$,ajout_y
$,H,s,-,-,-,n,m,H,$,ajout_y
$,H,s,-,-,-,t,m,H,$,ajout_y
$,H,s,-,-,-,y,m,H,$,ajout_y
$,H,s,-,-,-,y,t,H,$,ajout_y
$,H,s,-,-,-,t,t,H,$,ajout_y
$,t,H,-,-,-,m,s,t,$,ajout_y
$,A,n,-,-,-,m,s,A,$,ajout_y
$,H,s,-,-,-,m,s,H,$,ajout_y
$,t,H,-,-,-,t,m,t,$,ajout_y
$,H,s,-,-,-,A,m,H,$,ajout_y
$,g,D,-,-,-,n,m,g,$,ajout_y
$,g,D,-,-,-,t,m,g,$,ajout_y
$,g,D,-,-,-,y,m,g,$,ajout_y
$,g,D,-,-,-,y,t,g,$,ajout_y
$,g,D,-,-,-,t,t,g,$,ajout_y
$,t,g,-,-,-,m,D,t,$,ajout_y
$,A,n,-,-,-,m,D,A,$,ajout_y
$,g,D,-,-,-,m,D,g,$,ajout_y
$,t,g,-,-,-,t,m,t,$,ajout_y
$,g,D,-,-,-,A,m,g,$,ajout_y
$,E,m,-,-,-,n,j,E,$,ajout_y
$,E,m,-,-,-,t,j,E,$,ajout_y
$,E,m,-,-,-,y,j,E,$,ajout_y
$,E,m,-,-,-,y,t,E,$,ajout_y
$,E,m,-,-,-,t,t,E,$,ajout_y
$,t,E,-,-,-,j,m,t,$,ajout_y
$,A,n,-,-,-,j,m,A,$,ajout_y
$,E,m,-,-,-,j,m,E,$,ajout_y
$,t,E,-,-,-,t,j,t,$,ajout_y
$,E,m,-,-,-,A,j,E,$,ajout_y
$,H,r,-,-,-,n,j,H,$,ajout_y
$,H,r,-,-,-,t,j,H,$,ajout_y
$,H,r,-,-,-,y,j,H,$,ajout_y
$,H,r,-,-,-,y,t,H,$,ajout_y
$,H,r,-,-,-,t,t,H,$,ajout_y
$,t,H,-,-,-,j,r,t,$,ajout_y
$,A,n,-,-,-,j,r,A,$,ajout_y
$,H,r,-,-,-,j,r,H,$,ajout_y
$,t,H,-,-,-,t,j,t,$,ajout_y
$,H,r,-,-,-,A,j,H,$,ajout_y
$,m,H,-,-,-,n,r,m,$,ajout_y
$,m,H,-,-,-,t,r,m,$,ajout_y
$,m,H,-,-,-,y,r,m,$,ajout_y
$,m,H,-,-,-,y,t,m,$,ajout_y
$,m,H,-,-,-,t,t,m,$,ajout_y
$,t,m,-,-,-,r,H,t,$,ajout_y
$,A,n,-,-,-,r,H,A,$,ajout_y
$,m,H,-,-,-,r,H,m,$,ajout_y
$,t,m,-,-,-,t,r,t,$,ajout_y
$,m,H,-,-,-,A,r,m,$,ajout_y
$,E,n,-,-,-,y,t,E,$,ajout_y
$,E,n,-,-,-,t,t,E,$,ajout_y
$,t,E,-,-,-,t,m,t,$,ajout_y
$,H,b,-,-,-,y,t,H,$,ajout_y
$,H,b,-,-,-,t,t,H,$,ajout_y
$,t,H,-,-,-,t,r,t,$,ajout_y
$,q,b,-,-,-,n,s,q,$,ajout_y
$,q,b,-,-,-,t,s,q,$,ajout_y
$,q,b,-,-,-,y,s,q,$,ajout_y
$,q,b,-,-,-,y,t,q,$,ajout_y
$,q,b,-,-,-,t,t,q,$,ajout_y
$,t,q,-,-,-,s,b,t,$,ajout_y
$,A,n,-,-,-,s,b,A,$,ajout_y
$,q,b,-,-,-,s,b,q,$,ajout_y
$,t,q,-,-,-,t,s,t,$,ajout_y
$,q,b,-,-,-,A,s,q,$,ajout_y
$,H,D,-,-,-,n,f,H,$,ajout_y
$,H,D,-,-,-,t,f,H,$,ajout_y
$,H,D,-,-,-,y,f,H,$,ajout_y
$,H,D,-,-,-,y,t,H,$,ajout_y
$,H,D,-,-,-,t,t,H,$,ajout_y
$,t,H,-,-,-,f,D,t,$,ajout_y
$,A,n,-,-,-,f,D,A,$,ajout_y
$,H,D,-,-,-,f,D,H,$,ajout_y
$,t,H,-,-,-,t,f,t,$,ajout_y
$,H,D,-,-,-,A,f,H,$,ajout_y
$,Y,h,-,-,-,n,z,Y,$,ajout_y
$,w,A,-,-,-,n,z,w,$,ajout_y
$,Y,h,-,-,-,t,z,Y,$,ajout_y
$,w,A,-,-,-,t,z,w,$,ajout_y
$,Y,h,-,-,-,y,z,Y,$,ajout_y
$,w,A,-,-,-,y,z,w,$,ajout_y
$,t,y,-,-,-,z,h,t,$,ajout_y
$,A,n,-,-,-,z,h,A,$,ajout_y
$,Y,h,-,-,-,z,h,Y,$,ajout_y
$,t,A,-,-,-,z,h,t,$,ajout_y
$,w,A,-,-,-,z,h,w,$,ajout_y
$,Y,h,-,-,-,A,z,Y,$,ajout_y
$,w,A,-,-,-,A,z,w,$,ajout_y
$,Y,E,-,-,-,n,s,Y,$,ajout_y
$,w,A,-,-,-,n,s,w,$,ajout_y
$,Y,E,-,-,-,t,s,Y,$,ajout_y
$,w,A,-,-,-,t,s,w,$,ajout_y
$,Y,E,-,-,-,y,s,Y,$,ajout_y
$,w,A,-,-,-,y,s,w,$,ajout_y
$,t,y,-,-,-,s,E,t,$,ajout_y
$,A,n,-,-,-,s,E,A,$,ajout_y
$,Y,E,-,-,-,s,E,Y,$,ajout_y
$,t,A,-,-,-,s,E,t,$,ajout_y
$,w,A,-,-,-,s,E,w,$,ajout_y
$,Y,E,-,-,-,A,s,Y,$,ajout_y
$,w,A,-,-,-,A,s,w,$,ajout_y
$,Y,D,-,-,-,n,f,Y,$,ajout_y
$,w,A,-,-,-,n,f,w,$,ajout_y
$,Y,D,-,-,-,t,f,Y,$,ajout_y
$,w,A,-,-,-,t,f,w,$,ajout_y
$,Y,D,-,-,-,y,f,Y,$,ajout_y
$,w,A,-,-,-,y,f,w,$,ajout_y
$,t,y,-,-,-,f,D,t,$,ajout_y
$,A,n,-,-,-,f,D,A,$,ajout_y
$,Y,D,-,-,-,f,D,Y,$,ajout_y
$,t,A,-,-,-,f,D,t,$,ajout_y
$,w,A,-,-,-,f,D,w,$,ajout_y
$,Y,D,-,-,-,A,f,Y,$,ajout_y
$,w,A,-,-,-,A,f,w,$,ajout_y
$,Y,l,-,-,-,n,H,Y,$,ajout_y
$,w,A,-,-,-,n,H,w,$,ajout_y
$,Y,l,-,-,-,t,H,Y,$,ajout_y
$,w,A,-,-,-,t,H,w,$,ajout_y
$,Y,l,-,-,-,y,H,Y,$,ajout_y
$,w,A,-,-,-,y,H,w,$,ajout_y
$,t,y,-,-,-,H,l,t,$,ajout_y
$,A,n,-,-,-,H,l,A,$,ajout_y
$,Y,l,-,-,-,H,l,Y,$,ajout_y
$,t,A,-,-,-,H,l,t,$,ajout_y
$,w,A,-,-,-,H,l,w,$,ajout_y
$,Y,l,-,-,-,A,H,Y,$,ajout_y
$,w,A,-,-,-,A,H,w,$,ajout_y
$,Y,s,-,-,-,n,n,Y,$,ajout_y
$,w,A,-,-,-,n,n,w,$,ajout_y
$,Y,s,-,-,-,t,n,Y,$,ajout_y
$,w,A,-,-,-,t,n,w,$,ajout_y
$,Y,s,-,-,-,y,n,Y,$,ajout_y
$,w,A,-,-,-,y,n,w,$,ajout_y
$,Y,s,-,-,-,y,t,Y,$,ajout_y
$,Y,s,-,-,-,t,t,Y,$,ajout_y
$,w,A,-,-,-,y,t,w,$,ajout_y
$,t,y,-,-,-,n,s,t,$,ajout_y
$,A,n,-,-,-,n,s,A,$,ajout_y
$,Y,s,-,-,-,n,s,Y,$,ajout_y
$,t,A,-,-,-,n,s,t,$,ajout_y
$,w,A,-,-,-,n,s,w,$,ajout_y
$,t,A,-,-,-,t,n,t,$,ajout_y
$,Y,s,-,-,-,A,n,Y,$,ajout_y
$,w,A,-,-,-,A,n,w,$,ajout_y
$,Y,D,-,-,-,n,r,Y,$,ajout_y
$,w,A,-,-,-,n,r,w,$,ajout_y
$,Y,D,-,-,-,t,r,Y,$,ajout_y
$,w,A,-,-,-,t,r,w,$,ajout_y
$,Y,D,-,-,-,y,r,Y,$,ajout_y
$,w,A,-,-,-,y,r,w,$,ajout_y
$,Y,D,-,-,-,y,t,Y,$,ajout_y
$,Y,D,-,-,-,t,t,Y,$,ajout_y
$,w,A,-,-,-,y,t,w,$,ajout_y
$,t,y,-,-,-,r,D,t,$,ajout_y
$,A,n,-,-,-,r,D,A,$,ajout_y
$,Y,D,-,-,-,r,D,Y,$,ajout_y
$,t,A,-,-,-,r,D,t,$,ajout_y
$,w,A,-,-,-,r,D,w,$,ajout_y
$,t,A,-,-,-,t,r,t,$,ajout_y
$,Y,D,-,-,-,A,r,Y,$,ajout_y
$,w,A,-,-,-,A,r,w,$,ajout_y
$,Y,q,-,-,-,n,l,Y,$,ajout_y
